item_model_code_clean,log_model_failures_90d,model_failure_rate_90d,log_model_fleet_size
0521201,4.2626798770413155,0.10263929618768329,6.52649485957079
0121101,2.302585092994046,0.011264080100125156,6.684611727667927
0121103,0.0,0.0,6.815639990074331
0321501,0.0,0.0,6.767343125265392
0420501,1.9459101490553132,0.018808777429467086,5.768320995793772
0420502,2.302585092994046,0.030303030303030304,5.697093486505405
0420503,2.4849066497880004,0.11224489795918367,4.59511985013459
0620505,3.9889840465642745,0.18466898954703834,5.662960480135946
0120201,4.787491742782046,0.04782958199356913,7.819636302367592
0620302,3.4339872044851463,0.031746031746031744,6.852242569051878
0720301,4.23410650459726,0.06028368794326241,7.029087564149662
0521102,1.0986122886681098,0.008064516129032258,5.517452896464707
0521203,2.3978952727983707,0.10101010101010101,4.605170185988092
0521202,4.51085950651685,0.3333333333333333,5.602118820879701
0321302,1.3862943611198906,0.012244897959183673,5.5053315359323625
0321301,0.6931471805599453,0.00411522633744856,5.497168225293202
0220601,0.6931471805599453,0.007194244604316547,4.941642422609304
0320203,0.0,0.0,5.1298987149230735
0220402,0.6931471805599453,0.017857142857142856,4.04305126783455
0120401,2.4849066497880004,0.043824701195219126,5.529429087511423
0120901,1.3862943611198906,0.027522935779816515,4.700480365792417
0121701,0.6931471805599453,0.008130081300813009,4.820281565605037
0721001,0.0,0.0,4.912654885736052
0120701,1.6094379124341003,0.037037037037037035,4.6913478822291435
0120202,1.9459101490553132,0.024,5.5254529391317835
0120801,1.6094379124341003,0.032,4.836281906951478
0221601,0.0,0.0,4.127134385045092
0121401,1.0986122886681098,0.008968609865470852,5.4116460518550396
0121603,2.8903717578961645,0.21518987341772153,4.382026634673881
0220602,0.0,0.0,4.68213122712422
0420504,2.302585092994046,0.046153846153846156,5.278114659230517
0121602,4.127134385045092,0.3885350318471338,5.062595033026967
0420506,0.0,0.0,1.6094379124341003
0921610,3.5263605246161616,11.0,1.3862943611198906
0220603,0.0,0.0,2.302585092994046
0420510,2.995732273553991,0.13380281690140844,4.962844630259907
0820604,0.0,0.0,2.4849066497880004
0120204,4.406719247264253,0.30337078651685395,5.5909869805108565
1521405,3.8066624897703196,0.3142857142857143,4.948759890378168
1520512,3.6109179126442243,0.14937759336099585,5.488937726156687
1521403,2.70805020110221,0.15053763440860216,4.543294782270004
1420511,1.6094379124341003,0.36363636363636365,2.4849066497880004
0121408,0.0,0.0,3.2188758248682006
0620517,1.3862943611198906,0.125,3.2188758248682006
0620307,0.0,0.0,3.871201010907891
0120702,0.0,0.0,3.1780538303479458
1920611,0.0,0.0,3.2188758248682006
1122001,0.0,0.0,3.713572066704308
0620308,0.0,0.0,1.9459101490553132
1921105,0.0,0.0,2.5649493574615367
1921303,0.0,0.0,2.5649493574615367
1921205,0.0,0.0,2.70805020110221
0820507,0.6931471805599453,0.0625,2.833213344056216
1021402,0.6931471805599453,0.07142857142857142,2.70805020110221
0821901,0.0,0.0,1.3862943611198906
0820605,0.0,0.0,0.6931471805599453
0921604,0.6931471805599453,0.030303030303030304,3.5263605246161616
0521104,0.0,0.0,4.007333185232471
0620512,0.0,0.0,1.6094379124341003
0820607,0.0,0.0,2.0794415416798357
1620205,0.0,0.0,1.6094379124341003
0820303,0.0,0.0,4.969813299576001
1020511,0.0,0.0,1.0986122886681098
1020608,0.0,0.0,0.6931471805599453
1021406,0.0,0.0,1.0986122886681098
1021902,0.0,0.0,1.9459101490553132
1020513,0.0,0.0,2.1972245773362196
1020606,0.0,0.0,1.791759469228055
0521204,0.0,0.0,4.343805421853684
1020206,0.0,0.0,2.3978952727983707
1020516,0.0,0.0,0.6931471805599453
1021407,0.0,0.0,0.6931471805599453
1020609,0.0,0.0,1.791759469228055
1020514,0.0,0.0,1.791759469228055
1020610,0.0,0.0,1.791759469228055
1020515,0.0,0.0,0.6931471805599453
